index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor inlet air temperature (T1) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor inlet air pressure (P1) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
2541,4.161,12,14724.602,1547.473,7813.704,113.793,113.793,637.476,288,608.101,1.655,0.998,8.819,1.022,16.996,0.336,0.96,0.997
1301,6.175,18,29795.675,2307.294,8837.358,246.28,246.28,782.176,288,672.034,2.498,0.998,13.173,1.03,34.614,0.685,0.955,0.989
5877,1.138,3,4026.562,1330.331,6623.735,6.466,6.466,584.557,288,563.696,1.228,0.998,6.7,1.019,26.161,0.24,0.975,0.978
7368,7.148,21,38996.68,2678.064,9123.31,332.288,332.288,821.467,288,688.213,2.977,0.998,15.576,1.036,43.797,0.867,0.981,0.987
1304,9.3,27,72772.874,3560.434,9783.5,645.119,645.119,1097.453,288,785.263,4.487,0.998,22.463,1.049,90.682,1.795,0.955,0.989
8428,5.14,15,21625.034,1924.305,8460.59,175.237,175.237,712.387,288,636.723,2.09,0.998,11.252,1.026,25.513,0.505,0.986,0.975
10840,5.14,15,21623.169,1924.315,8458.557,175.233,175.233,699.544,288,632.887,2.091,0.998,11.175,1.027,24.829,0.491,0.996,0.983
2599,8.206,24,50995.82,3087.53,9312.538,438.018,438.018,942.606,288,737.88,3.582,0.998,18.626,1.041,61.816,1.224,0.961,0.977
2573,9.3,27,72781.308,3560.444,9786.051,644.888,644.888,1082.212,288,781.924,4.48,0.998,22.203,1.05,89.155,1.765,0.96,1.0
3186,1.138,3,6896.397,1383.886,6717.624,9.553,9.553,641.022,288,576.146,1.326,0.998,7.157,1.019,0.0,0.293,0.963,0.991
2768,6.175,18,29795.987,2307.265,8838.002,246.281,246.281,771.473,288,669.039,2.498,0.998,13.091,1.03,33.962,0.672,0.961,0.996
4831,8.206,24,50994.341,3087.517,9312.853,438.075,438.075,921.898,288,732.729,3.577,0.998,18.365,1.041,60.097,1.19,0.97,0.991
4223,3.144,9,8377.149,1386.746,7073.271,60.335,60.335,596.819,288,583.466,1.391,0.998,7.575,1.02,12.746,0.252,0.968,0.976
11516,6.175,18,29761.042,2306.822,8781.017,245.998,245.998,769.359,288,663.451,2.518,0.998,13.376,1.031,34.129,0.676,0.999,0.98
2106,1.138,3,7112.353,1377.163,6682.368,9.201,9.201,666.141,288,579.946,1.331,0.998,7.295,1.019,3.634,0.318,0.959,0.975
2679,7.148,21,38983.886,2678.077,9132.485,332.098,332.098,835.808,288,694.556,2.964,0.998,15.526,1.035,44.589,0.883,0.961,0.986
1387,2.088,6,3270.39,1350.535,6861.978,23.423,23.423,518.566,288,561.939,1.209,0.998,6.452,1.019,17.552,0.159,0.955,0.999
10648,2.088,6,6975.295,1369.887,6758.011,26.986,26.986,605.689,288,570.106,1.333,0.998,7.202,1.02,12.625,0.269,0.995,0.988
11527,8.206,24,50990.377,3087.316,9292.706,438.0,438.0,913.31,288,725.504,3.607,0.998,18.676,1.042,59.946,1.187,0.999,0.981
7083,1.138,3,2180.62,1331.475,6621.434,6.491,6.491,523.36,288,554.116,1.167,0.998,6.33,1.019,23.05,0.168,0.98,0.982
1279,2.088,6,4707.806,1344.334,6827.776,22.356,22.356,571.066,288,569.749,1.255,0.998,6.786,1.019,23.571,0.223,0.955,0.987
804,4.161,12,14724.779,1547.47,7807.791,113.804,113.804,650.242,288,611.396,1.656,0.998,8.91,1.022,17.584,0.348,0.953,0.986
1555,8.206,24,50995.253,3087.569,9320.737,437.975,437.975,931.53,288,737.222,3.566,0.998,18.313,1.041,60.659,1.201,0.956,0.991
11319,7.148,21,39012.017,2677.986,9113.823,332.518,332.518,813.574,288,683.655,2.99,0.998,15.683,1.036,43.45,0.86,0.998,0.984
4566,4.161,12,14722.285,1547.462,7774.861,113.76,113.76,641.112,288,607.56,1.659,0.998,8.907,1.022,17.206,0.341,0.969,0.988
11538,1.138,3,2643.646,1372.39,6612.77,8.744,8.744,514.251,288,552.774,1.191,0.998,6.435,1.019,6.361,0.15,0.999,0.983
4841,9.3,27,72775.002,3560.419,9768.923,644.813,644.813,1077.671,288,779.313,4.502,0.998,22.48,1.05,89.188,1.766,0.97,0.992
3594,4.161,12,14722.633,1547.462,7776.009,113.766,113.766,646.434,288,609.071,1.659,0.998,8.94,1.022,17.448,0.345,0.965,0.984
6035,6.175,18,29791.664,2307.408,8821.916,246.236,246.236,765.293,288,665.858,2.504,0.998,13.131,1.03,33.674,0.667,0.975,0.995
6852,4.161,12,14720.216,1547.453,7740.516,113.759,113.759,641.816,288,606.365,1.662,0.998,8.971,1.023,17.278,0.342,0.979,0.982
10112,6.175,18,29761.346,2306.838,8787.09,246.02,246.02,772.345,288,664.843,2.516,0.998,13.364,1.03,34.278,0.679,0.993,0.98
8705,3.144,9,8375.197,1386.735,7041.314,60.306,60.306,585.048,288,578.812,1.392,0.998,7.554,1.02,12.294,0.243,0.987,0.98
4177,2.088,6,3398.137,1381.28,6848.98,29.027,29.027,506.647,288,560.787,1.221,0.998,6.51,1.02,1.138,0.134,0.967,0.997
1308,4.161,12,14724.795,1547.472,7811.205,113.796,113.796,645.811,288,610.312,1.655,0.998,8.876,1.022,17.379,0.344,0.955,0.99
9106,8.206,24,50993.118,3087.465,9305.867,437.993,437.993,902.742,288,726.001,3.586,0.998,18.289,1.042,58.719,1.162,0.988,0.998
3452,6.175,18,29794.557,2307.308,8832.693,246.246,246.246,772.039,288,668.735,2.5,0.998,13.123,1.03,34.026,0.674,0.964,0.994
3695,6.175,18,29794.531,2307.302,8832.635,246.251,246.251,770.449,288,668.276,2.5,0.998,13.112,1.03,33.93,0.672,0.965,0.995
4242,4.161,12,14721.68,1547.457,7757.28,113.76,113.76,650.36,288,609.386,1.661,0.998,8.997,1.022,17.648,0.349,0.968,0.978
2198,3.144,9,8379.092,1386.757,7116.815,60.359,60.359,593.599,288,584.1,1.389,0.998,7.505,1.02,12.593,0.249,0.959,0.985
8966,3.144,9,8375.355,1386.736,7046.68,60.311,60.311,582.215,288,578.168,1.392,0.998,7.533,1.02,12.176,0.241,0.988,0.983
4425,7.148,21,38983.715,2678.085,9135.108,332.099,332.099,819.028,288,690.367,2.962,0.998,15.349,1.036,43.382,0.859,0.968,0.998
6150,4.161,12,14720.679,1547.455,7747.196,113.764,113.764,643.171,288,607.008,1.661,0.998,8.968,1.022,17.332,0.343,0.976,0.982
943,8.206,24,50996.054,3087.533,9316.082,438.04,438.04,949.407,288,740.468,3.579,0.998,18.646,1.041,62.283,1.233,0.954,0.975
822,4.161,12,14725.046,1547.472,7811.849,113.794,113.794,648.488,288,611.075,1.655,0.998,8.892,1.022,17.5,0.346,0.953,0.988
5005,2.088,6,2944.047,1371.708,6803.582,27.241,27.241,502.741,288,559.4,1.204,0.998,6.484,1.019,5.611,0.13,0.971,0.985
6612,7.148,21,38997.608,2678.054,9121.713,332.251,332.251,829.564,288,690.148,2.979,0.998,15.668,1.035,44.39,0.879,0.978,0.981
8356,5.14,15,21628.369,1924.333,8477.601,175.281,175.281,695.619,288,633.728,2.085,0.998,11.045,1.027,24.532,0.486,0.985,0.993
5619,4.161,12,14720.489,1547.451,7737.916,113.757,113.757,650.283,288,608.573,1.662,0.998,9.03,1.022,17.667,0.35,0.974,0.975
4547,3.144,9,8378.005,1386.751,7096.548,60.346,60.346,588.254,288,581.777,1.39,0.998,7.502,1.02,12.391,0.245,0.969,0.986
2538,1.138,3,350.834,1334.429,6701.07,6.68,6.68,455.773,288,545.834,1.096,0.998,5.846,1.019,13.568,0.085,0.96,0.997
9503,9.3,27,72768.656,3560.395,9745.13,644.868,644.868,1057.474,288,772.532,4.53,0.998,22.665,1.051,87.853,1.739,0.99,0.99
5207,6.175,18,29764.988,2306.946,8809.999,246.012,246.012,781.917,288,669.595,2.507,0.998,13.31,1.03,34.731,0.688,0.972,0.981
11350,2.088,6,6528.084,1356.772,6743.351,24.575,24.575,596.602,288,567.668,1.316,0.998,7.113,1.02,18.758,0.262,0.998,0.988
10740,4.161,12,14718.899,1547.454,7736.617,113.748,113.748,621.059,288,600.457,1.662,0.998,8.843,1.023,16.322,0.323,0.995,0.998
3054,4.161,12,14722.335,1547.458,7764.661,113.764,113.764,654.46,288,610.805,1.66,0.998,9.01,1.022,17.825,0.353,0.963,0.976
3675,4.161,12,14723.351,1547.468,7794.028,113.782,113.782,638.616,288,607.636,1.657,0.998,8.859,1.023,17.07,0.338,0.965,0.993
7776,1.138,3,5183.11,1347.941,6627.205,7.424,7.424,605.512,288,566.518,1.268,0.998,6.905,1.019,19.711,0.263,0.983,0.981
7218,1.138,3,4510.173,1411.749,6711.803,11.115,11.115,560.295,288,563.267,1.26,0.998,6.731,1.019,0.0,0.2,0.98,0.997
6722,9.3,27,72773.852,3560.411,9760.913,645.005,645.005,1067.931,288,776.296,4.511,0.998,22.506,1.051,88.462,1.751,0.978,0.993
3300,7.148,21,38989.701,2678.067,9126.446,332.261,332.261,843.095,288,695.16,2.972,0.998,15.691,1.035,45.216,0.895,0.964,0.977
3310,8.206,24,50995.699,3087.532,9311.09,437.976,437.976,939.562,288,736.753,3.584,0.998,18.615,1.041,61.602,1.22,0.964,0.978
7221,4.161,12,14721.312,1547.462,7767.902,113.747,113.747,628.468,288,603.773,1.659,0.998,8.838,1.023,16.632,0.329,0.98,0.997
8519,6.175,18,29761.88,2306.777,8799.295,246.003,246.003,770.353,288,665.362,2.511,0.998,13.282,1.03,34.087,0.675,0.986,0.985
5954,6.175,18,29769.705,2307.088,8812.118,246.052,246.052,774.875,288,667.773,2.507,0.998,13.249,1.03,34.295,0.679,0.975,0.986
832,5.14,15,21637.769,1924.337,8504.63,175.307,175.307,716.105,288,642.324,2.075,0.998,11.041,1.026,25.514,0.505,0.953,0.989
3462,7.148,21,38982.428,2678.082,9135.556,332.104,332.104,824.681,288,692.108,2.961,0.998,15.385,1.035,43.762,0.866,0.964,0.995
11129,6.175,18,29762.332,2306.837,8792.142,246.03,246.03,760.532,288,661.915,2.514,0.998,13.249,1.031,33.527,0.664,0.997,0.989
7643,3.144,9,8377.059,1386.745,7082.644,60.335,60.335,577.734,288,578.133,1.39,0.998,7.465,1.02,11.975,0.237,0.982,0.992
54,1.138,3,2951.927,1417.178,6740.109,11.583,11.583,538.322,288,564.943,1.207,0.998,6.528,1.019,0.0,0.162,0.95,0.981
3451,5.14,15,21635.246,1924.34,8498.464,175.328,175.328,705.496,288,638.677,2.078,0.998,11.002,1.026,24.974,0.494,0.964,0.994
6305,6.175,18,29792.624,2307.361,8824.976,246.216,246.216,760.555,288,664.764,2.504,0.998,13.08,1.031,33.369,0.661,0.976,0.999
10093,5.14,15,21623.049,1924.308,8456.845,175.194,175.194,705.877,288,634.5,2.091,0.998,11.228,1.026,25.179,0.498,0.993,0.978
1481,6.175,18,29793.448,2307.362,8830.061,246.239,246.239,788.236,288,673.11,2.501,0.998,13.257,1.03,35.02,0.693,0.956,0.983
4873,5.14,15,21633.627,1924.341,8494.497,175.272,175.272,700.485,288,636.842,2.079,0.998,10.989,1.026,24.722,0.489,0.97,0.996
8038,2.088,6,4762.688,1394.359,6787.363,31.507,31.507,546.398,288,565.21,1.271,0.998,6.86,1.02,0.0,0.181,0.984,0.984
3335,6.175,18,29790.392,2307.488,8819.32,246.205,246.205,786.233,288,671.594,2.505,0.998,13.3,1.03,34.959,0.692,0.964,0.981
6016,5.14,15,21631.421,1924.336,8487.007,175.303,175.303,700.725,288,636.148,2.081,0.998,11.03,1.026,24.768,0.49,0.975,0.993
4926,4.161,12,14721.034,1547.454,7746.583,113.761,113.761,650.764,288,609.06,1.662,0.998,9.018,1.022,17.679,0.35,0.971,0.976
9138,4.161,12,14718.034,1547.444,7706.89,113.739,113.739,642.615,288,605.207,1.665,0.998,9.035,1.023,17.354,0.344,0.989,0.976
5797,2.088,6,4424.854,1392.487,6835.407,31.159,31.159,533.186,288,564.322,1.258,0.998,6.727,1.02,0.0,0.167,0.974,0.995
10353,4.161,12,14717.587,1547.444,7705.725,113.721,113.721,636.005,288,603.35,1.665,0.998,8.994,1.023,17.051,0.338,0.994,0.981
11731,5.14,15,21621.069,1924.307,8450.518,175.216,175.216,702.346,288,632.845,2.093,0.998,11.238,1.027,25.017,0.495,1.0,0.978
5083,8.206,24,50994.174,3087.511,9313.119,437.998,437.998,919.164,288,732.096,3.577,0.998,18.328,1.041,59.865,1.185,0.971,0.993
6645,4.161,12,14720.653,1547.455,7748.642,113.765,113.765,639.647,288,606.098,1.661,0.998,8.943,1.023,17.169,0.34,0.978,0.985
5490,1.138,3,1643.977,1317.492,6637.954,5.732,5.732,510.765,288,552.049,1.145,0.998,6.187,1.019,26.851,0.157,0.973,0.987
768,4.161,12,14724.497,1547.468,7799.718,113.788,113.788,653.777,288,612.041,1.657,0.998,8.946,1.022,17.754,0.351,0.953,0.982
2065,5.14,15,21637.633,1924.346,8506.131,175.341,175.341,706.761,288,639.818,2.075,0.998,10.971,1.026,25.009,0.495,0.958,0.996
11334,4.161,12,14717.391,1547.445,7706.764,113.728,113.728,629.925,288,601.718,1.665,0.998,8.953,1.023,16.768,0.332,0.998,0.986
7311,4.161,12,14719.783,1547.451,7734.123,113.755,113.755,641.793,288,606.098,1.663,0.998,8.982,1.023,17.284,0.342,0.981,0.981
8477,9.3,27,72761.128,3560.378,9740.656,644.945,644.945,1070.512,288,775.467,4.536,0.998,22.909,1.051,89.213,1.766,0.986,0.98
11855,3.144,9,8374.885,1386.732,7043.217,60.308,60.308,569.986,288,574.39,1.392,0.998,7.473,1.021,11.681,0.231,1.0,0.992
4524,7.148,21,38990.275,2678.072,9127.058,332.256,332.256,833.489,288,692.57,2.971,0.998,15.604,1.035,44.545,0.882,0.969,0.983
10524,4.161,12,14719.126,1547.456,7742.723,113.753,113.753,619.823,288,600.355,1.661,0.998,8.825,1.023,16.258,0.322,0.994,1.0
2717,9.3,27,72773.273,3560.431,9777.418,645.102,645.102,1089.618,288,782.889,4.493,0.998,22.475,1.05,90.107,1.784,0.961,0.99
2079,1.138,3,441.341,1354.119,6720.971,7.783,7.783,449.543,288,546.544,1.102,0.998,5.858,1.019,2.37,0.069,0.958,0.998
8914,5.14,15,21624.576,1924.308,8460.529,175.226,175.226,709.401,288,635.877,2.09,0.998,11.231,1.026,25.353,0.502,0.988,0.977
951,7.148,21,38984.266,2678.086,9130.904,332.106,332.106,850.955,288,698.495,2.965,0.998,15.675,1.035,45.656,0.904,0.954,0.976
8058,4.161,12,14719.717,1547.453,7737.284,113.755,113.755,636.092,288,604.659,1.662,0.998,8.939,1.023,17.019,0.337,0.984,0.986
2482,8.206,24,50994.908,3087.547,9318.057,438.106,438.106,929.78,288,736.081,3.57,0.998,18.348,1.041,60.593,1.2,0.96,0.99
10454,6.175,18,29762.56,2306.779,8798.222,245.951,245.951,758.798,288,661.955,2.512,0.998,13.203,1.031,33.387,0.661,0.994,0.992
9181,2.088,6,5358.502,1394.965,6769.481,31.633,31.633,562.99,288,566.998,1.291,0.998,6.992,1.02,0.0,0.201,0.989,0.981
1759,5.14,15,21636.381,1924.333,8499.8,175.304,175.304,714.931,288,641.496,2.077,0.998,11.059,1.026,25.473,0.504,0.957,0.988
9984,4.161,12,14718.922,1547.452,7731.443,113.724,113.724,627.418,288,602.022,1.663,0.998,8.893,1.023,16.624,0.329,0.992,0.992
4422,4.161,12,14723.329,1547.469,7797.184,113.793,113.793,632.99,288,606.197,1.656,0.998,8.818,1.023,16.808,0.333,0.968,0.998
6704,9.3,27,72772.82,3560.406,9759.26,645.122,645.122,1069.646,288,776.585,4.513,0.998,22.559,1.051,88.67,1.755,0.978,0.991
9916,8.206,24,50992.786,3087.43,9297.813,438.091,438.091,914.628,288,727.084,3.6,0.998,18.589,1.042,59.919,1.186,0.992,0.984
5182,8.206,24,50993.392,3087.454,9306.315,438.11,438.11,934.236,288,734.225,3.589,0.998,18.642,1.041,61.29,1.213,0.972,0.978
8533,2.088,6,5741.116,1393.578,6789.763,31.39,31.39,570.188,288,568.293,1.302,0.998,7.023,1.02,0.0,0.212,0.986,0.987
3701,3.144,9,8379.543,1386.76,7131.316,60.365,60.365,582.094,288,581.178,1.388,0.998,7.428,1.02,12.124,0.24,0.965,0.996
4243,5.14,15,21631.096,1924.313,8480.113,175.281,175.281,718.832,288,640.567,2.083,0.998,11.19,1.026,25.769,0.51,0.968,0.978
688,5.14,15,21639.867,1924.355,8514.785,175.364,175.364,707.111,288,640.797,2.072,0.998,10.929,1.026,24.99,0.495,0.952,0.999
3432,4.161,12,14723.513,1547.468,7794.329,113.787,113.787,639.933,288,608.013,1.657,0.998,8.867,1.022,17.13,0.339,0.964,0.992
4944,4.161,12,14721.121,1547.455,7750.515,113.759,113.759,648.981,288,608.734,1.661,0.998,9.0,1.022,17.593,0.348,0.971,0.978
966,4.161,12,14723.996,1547.465,7789.346,113.795,113.795,656.877,288,612.468,1.658,0.998,8.984,1.022,17.906,0.354,0.954,0.978
11316,4.161,12,14717.261,1547.444,7702.908,113.731,113.731,631.648,288,602.036,1.665,0.998,8.971,1.023,16.853,0.334,0.998,0.984
10395,1.138,3,5194.629,1364.563,6627.571,8.314,8.314,591.31,288,563.917,1.273,0.998,6.892,1.019,11.431,0.245,0.994,0.986
2713,5.14,15,21635.617,1924.333,8497.735,175.28,175.28,710.885,288,640.136,2.078,0.998,11.043,1.026,25.266,0.5,0.961,0.99
4757,6.175,18,29783.48,2307.455,8814.875,246.157,246.157,780.805,288,669.678,2.506,0.998,13.283,1.03,34.647,0.686,0.97,0.983
11390,6.175,18,29762.558,2306.826,8794.195,245.957,245.957,756.826,288,661.031,2.514,0.998,13.211,1.031,33.289,0.659,0.998,0.992
6320,3.144,9,8375.899,1386.739,7050.658,60.319,60.319,593.549,288,581.668,1.392,0.998,7.587,1.02,12.629,0.25,0.977,0.975
5975,9.3,27,72771.209,3560.405,9760.083,645.071,645.071,1075.547,288,778.089,4.513,0.998,22.62,1.05,89.215,1.766,0.975,0.988
3572,9.3,27,72765.809,3560.4,9765.676,644.849,644.849,1092.952,288,782.711,4.509,0.998,22.744,1.05,90.738,1.796,0.965,0.981
5299,8.206,24,50994.252,3087.512,9311.741,438.087,438.087,920.545,288,732.097,3.579,0.998,18.372,1.041,60.018,1.188,0.972,0.991
1990,2.088,6,3964.496,1345.249,6823.836,22.496,22.496,547.743,288,565.908,1.232,0.998,6.646,1.019,21.936,0.194,0.958,0.988
1205,9.3,27,72764.623,3560.404,9774.98,644.958,644.958,1107.201,288,786.807,4.5,0.998,22.761,1.049,91.839,1.818,0.955,0.978
4971,4.161,12,14721.41,1547.457,7756.44,113.752,113.752,646.325,288,608.249,1.661,0.998,8.972,1.022,17.465,0.346,0.971,0.981
11604,4.161,12,14717.606,1547.447,7712.351,113.717,113.717,626.071,288,600.877,1.664,0.998,8.918,1.023,16.583,0.328,0.999,0.99
6783,7.148,21,38988.882,2678.085,9131.269,332.273,332.273,810.48,288,686.963,2.967,0.998,15.348,1.036,42.87,0.849,0.978,1.0
3600,1.138,3,1351.624,1389.13,6696.751,9.796,9.796,480.641,288,552.585,1.143,0.998,6.147,1.019,0.0,0.101,0.965,0.985
6490,2.088,6,4937.741,1394.323,6827.356,31.515,31.515,546.595,288,566.006,1.276,0.998,6.83,1.02,0.0,0.183,0.977,0.994
8609,6.175,18,29765.542,2306.894,8809.609,245.947,245.947,759.588,288,663.184,2.508,0.998,13.148,1.031,33.374,0.661,0.986,0.995
11906,9.3,27,72772.186,3560.399,9740.34,644.841,644.841,1040.925,288,768.043,4.534,0.998,22.544,1.052,86.373,1.71,1.0,0.997
8070,7.148,21,38998.901,2678.055,9121.885,332.315,332.315,819.513,288,687.307,2.979,0.998,15.586,1.036,43.692,0.865,0.984,0.987
8577,1.138,3,5018.937,1404.69,6682.833,10.671,10.671,576.042,288,564.715,1.276,0.998,6.853,1.019,0.019,0.219,0.986,0.992
7973,9.3,27,72758.672,3560.364,9739.267,645.021,645.021,1076.249,288,776.798,4.539,0.998,23.006,1.051,89.796,1.778,0.984,0.976
11105,9.3,27,72764.115,3560.379,9733.771,644.717,644.717,1053.499,288,770.768,4.543,0.998,22.818,1.052,87.743,1.737,0.997,0.986
1625,6.175,18,29797.907,2307.22,8846.547,246.365,246.365,770.923,288,669.628,2.495,0.998,13.041,1.03,33.883,0.671,0.956,0.999
536,6.175,18,29794.356,2307.338,8833.415,246.263,246.263,791.482,288,674.323,2.5,0.998,13.263,1.03,35.196,0.697,0.952,0.982
8766,1.138,3,1324.75,1344.21,6625.977,7.151,7.151,483.049,288,547.656,1.137,0.998,6.122,1.019,14.622,0.119,0.987,0.987
7970,6.175,18,29761.167,2306.853,8792.255,246.001,246.001,781.346,288,667.858,2.514,0.998,13.402,1.03,34.795,0.689,0.984,0.976
4212,1.138,3,2084.422,1325.721,6625.591,6.229,6.229,532.624,288,556.958,1.162,0.998,6.346,1.019,25.692,0.176,0.968,0.975
6456,4.161,12,14721.18,1547.459,7760.752,113.764,113.764,635.769,288,605.516,1.66,0.998,8.897,1.023,16.977,0.336,0.977,0.99
3507,7.148,21,38980.782,2678.084,9138.069,332.133,332.133,819.722,288,691.286,2.958,0.998,15.302,1.035,43.369,0.859,0.964,1.0
8393,6.175,18,29773.33,2307.146,8813.006,246.02,246.02,758.003,288,663.012,2.507,0.998,13.121,1.031,33.264,0.659,0.985,0.997
9524,3.144,9,8376.13,1386.74,7067.485,60.324,60.324,573.485,288,576.313,1.391,0.998,7.461,1.021,11.811,0.234,0.99,0.993
7112,3.144,9,8376.571,1386.743,7069.347,60.322,60.322,584.146,288,579.568,1.391,0.998,7.514,1.02,12.241,0.242,0.98,0.985
2708,9.3,27,72773.374,3560.421,9776.659,644.79,644.79,1090.494,288,783.028,4.494,0.998,22.501,1.05,90.212,1.786,0.961,0.989
5031,1.138,3,1339.685,1387.714,6690.13,9.68,9.68,476.209,288,550.964,1.142,0.998,6.13,1.019,0.0,0.097,0.971,0.988
6514,8.206,24,50993.705,3087.493,9311.036,437.957,437.957,912.06,288,729.734,3.579,0.998,18.289,1.042,59.341,1.175,0.977,0.996
4662,1.138,3,1185.015,1318.175,6676.849,5.765,5.765,488.055,288,548.666,1.128,0.998,6.022,1.019,24.113,0.132,0.969,0.999
4021,8.206,24,50995.599,3087.531,9309.651,438.002,438.002,936.531,288,735.631,3.585,0.998,18.604,1.041,61.389,1.215,0.967,0.979
1854,1.138,3,981.79,1378.392,6742.221,9.177,9.177,464.192,288,549.874,1.126,0.998,5.979,1.019,0.0,0.084,0.957,0.999
11245,5.14,15,21621.176,1924.305,8450.548,175.222,175.222,705.292,288,633.679,2.093,0.998,11.258,1.026,25.176,0.498,0.998,0.976
2872,2.088,6,3994.212,1344.746,6799.195,22.399,22.399,551.594,288,566.082,1.233,0.998,6.69,1.019,22.502,0.198,0.962,0.982
3030,7.148,21,38980.021,2678.083,9138.551,332.158,332.158,822.051,288,692.076,2.957,0.998,15.312,1.035,43.519,0.862,0.962,0.999
9397,2.088,6,5059.838,1395.106,6762.577,31.648,31.648,555.783,288,565.976,1.282,0.998,6.953,1.02,0.0,0.192,0.99,0.979
1645,8.206,24,50995.463,3087.511,9314.232,438.089,438.089,947.385,288,739.499,3.581,0.998,18.656,1.041,62.166,1.231,0.957,0.975
3417,7.148,21,38984.236,2678.079,9133.036,332.236,332.236,829.706,288,692.941,2.964,0.998,15.469,1.035,44.16,0.874,0.964,0.99
3476,3.144,9,8379.717,1386.761,7136.188,60.368,60.368,581.752,288,581.248,1.388,0.998,7.421,1.02,12.108,0.24,0.964,0.997
11397,4.161,12,14718.001,1547.45,7720.331,113.737,113.737,623.962,288,600.613,1.664,0.998,8.89,1.023,16.476,0.326,0.998,0.993
1792,2.088,6,3498.323,1347.992,6837.901,22.971,22.971,530.493,288,563.539,1.217,0.998,6.536,1.019,19.677,0.173,0.957,0.992
3797,9.3,27,72764.921,3560.398,9763.688,644.847,644.847,1092.704,288,782.499,4.511,0.998,22.778,1.05,90.766,1.797,0.966,0.98
3368,3.144,9,8378.495,1386.754,7105.353,60.345,60.345,591.319,288,583.008,1.389,0.998,7.507,1.02,12.508,0.248,0.964,0.985
7196,6.175,18,29789.783,2307.492,8815.603,246.177,246.177,763.815,288,664.879,2.507,0.998,13.154,1.031,33.618,0.666,0.98,0.994
11505,4.161,12,14716.713,1547.44,7691.159,113.723,113.723,635.555,288,602.628,1.667,0.998,9.017,1.023,17.047,0.337,0.999,0.979
5109,7.148,21,38986.123,2678.084,9132.643,332.173,332.173,819.018,288,689.767,2.965,0.998,15.392,1.036,43.433,0.86,0.971,0.996
6024,4.161,12,14721.789,1547.463,7773.2,113.769,113.769,633.241,288,605.314,1.659,0.998,8.86,1.023,16.846,0.333,0.975,0.994
8795,3.144,9,8376.213,1386.741,7066.517,60.323,60.323,577.124,288,577.37,1.391,0.998,7.482,1.02,11.959,0.237,0.987,0.99
11085,7.148,21,39011.194,2677.99,9114.286,332.535,332.535,814.208,288,683.948,2.99,0.998,15.68,1.036,43.484,0.861,0.997,0.984
126,1.138,3,4893.243,1312.751,6695.191,5.598,5.598,615.36,288,570.584,1.249,0.998,6.769,1.019,33.173,0.278,0.95,0.989
5959,2.088,6,3737.293,1386.645,6809.536,30.032,30.032,519.526,288,562.17,1.235,0.998,6.64,1.02,0.0,0.148,0.975,0.987
3876,7.148,21,38985.792,2678.079,9131.552,332.136,332.136,829.373,288,692.484,2.966,0.998,15.492,1.035,44.168,0.875,0.966,0.989
4451,6.175,18,29761.683,2306.835,8806.909,245.917,245.917,790.195,288,671.667,2.508,0.998,13.387,1.03,35.246,0.698,0.969,0.975
7147,2.088,6,4859.403,1394.366,6808.335,31.52,31.52,546.943,288,565.646,1.274,0.998,6.842,1.02,0.0,0.183,0.98,0.989
3531,4.161,12,14722.049,1547.458,7762.093,113.763,113.763,652.636,288,610.204,1.66,0.998,9.003,1.022,17.746,0.351,0.965,0.977
827,9.3,27,72772.545,3560.432,9785.044,644.791,644.791,1100.672,288,786.151,4.485,0.998,22.477,1.049,90.944,1.8,0.953,0.988
9831,4.161,12,14717.517,1547.441,7698.486,113.729,113.729,642.164,288,604.738,1.666,0.998,9.047,1.023,17.343,0.343,0.992,0.975
7790,6.175,18,29761.603,2306.781,8799.352,246.017,246.017,775.167,288,666.738,2.511,0.998,13.317,1.03,34.38,0.681,0.983,0.982
984,4.161,12,14724.205,1547.466,7793.366,113.797,113.797,655.088,288,612.143,1.657,0.998,8.965,1.022,17.82,0.353,0.954,0.98
7783,8.206,24,50992.694,3087.43,9301.443,437.965,437.965,923.693,288,730.322,3.595,0.998,18.619,1.042,60.561,1.199,0.983,0.981
